frame,gpu_frame_ms,reset_ms,reset_barrier_ms,compute_ms,metrics_copy_ms,render_ms,edges,vertices,edges_per_ms,vertices_per_ms,q1_enq_ok,q1_enq_cas_fail,q1_enq_full,q1_deq_ok,q1_deq_cas_fail,q1_deq_empty,q1_ready_cas_fail,q1_ready_max_spin,q1_high_water,q1_deq_batches,q1_deq_batch_slots,q1_deq_batch_cas_attempts,q1_deq_batch_cas_fail,q1_deq_batch_empty,q1_deq_batch_partial,q1_deq_slots_per_batch,q1_deq_batch_enabled,q2_enq_ok,q2_enq_cas_fail,q2_enq_full,q2_deq_ok,q2_deq_cas_fail,q2_deq_empty,q2_ready_cas_fail,q2_ready_max_spin,q2_high_water,node_a_seed,node_b_tasks,node_b_subdivide,node_b_final,node_c_output,stop_writes
1,49.3009,0.0150,0.0077,49.2141,0.0305,0.0336,196608,393216,3994.9543,7989.9087,262143,3049044,0,262143,48828513,65632,36,1,95089,0,0,0,0,0,0,0.0000,0,196608,662127,0,196608,20706976,24772832,67545,20,444,3,262143,65535,196608,196608,1
2,41.1944,0.0080,0.0074,41.1179,0.0238,0.0373,196608,393216,4781.5649,9563.1299,262143,2860565,0,262143,48924609,61824,61,3,87507,0,0,0,0,0,0,0.0000,0,196608,612966,0,196608,20593376,22643392,72509,20,592,3,262143,65535,196608,196608,1
3,42.7966,0.0085,0.0074,42.7267,0.0235,0.0304,196608,393216,4601.5234,9203.0469,262143,2919307,0,262143,49140993,52672,46,2,99746,0,0,0,0,0,0,0.0000,0,196608,673024,0,196608,20671648,27152640,60911,14,394,3,262143,65535,196608,196608,1
4,41.2425,0.0081,0.0073,41.1790,0.0224,0.0258,196608,393216,4774.4722,9548.9443,262143,3024420,0,262143,46052417,57440,31,2,91916,0,0,0,0,0,0,0.0000,0,196608,728415,0,196608,20845408,25000512,55820,15,832,3,262143,65535,196608,196608,1
5,42.8012,0.0080,0.0074,42.7391,0.0220,0.0246,196608,393216,4600.1885,9200.3770,262143,3138096,0,262143,48586145,61280,46,2,98597,0,0,0,0,0,0,0.0000,0,196608,682236,0,196608,20953280,26859328,70535,13,660,3,262143,65535,196608,196608,1
6,42.1395,0.0080,0.0074,42.0754,0.0220,0.0266,196608,393216,4672.7500,9345.5000,262143,3142550,0,262143,48885217,62496,50,3,99944,0,0,0,0,0,0,0.0000,0,196608,665931,0,196608,20560288,25300480,61226,14,2704,3,262143,65535,196608,196608,1
