frame,gpu_frame_ms,reset_ms,reset_barrier_ms,compute_ms,metrics_copy_ms,render_ms,edges,vertices,edges_per_ms,vertices_per_ms,q1_enq_ok,q1_enq_cas_fail,q1_enq_full,q1_deq_ok,q1_deq_cas_fail,q1_deq_empty,q1_ready_cas_fail,q1_ready_max_spin,q1_high_water,q1_deq_batches,q1_deq_batch_slots,q1_deq_batch_cas_attempts,q1_deq_batch_cas_fail,q1_deq_batch_empty,q1_deq_batch_partial,q1_deq_slots_per_batch,q1_deq_batch_enabled,q2_enq_ok,q2_enq_cas_fail,q2_enq_full,q2_deq_ok,q2_deq_cas_fail,q2_deq_empty,q2_ready_cas_fail,q2_ready_max_spin,q2_high_water,q2_deq_batches,q2_deq_batch_slots,q2_deq_batch_cas_attempts,q2_deq_batch_cas_fail,q2_deq_batch_empty,q2_deq_batch_partial,q2_deq_slots_per_batch,q2_deq_batch_enabled,node_a_seed,node_b_tasks,node_b_subdivide,node_b_final,node_c_output,stop_writes
1,38.2550,0.0101,0.0074,38.1860,0.0228,0.0288,196608,393216,5148.6987,10297.3975,262143,34585474,0,262143,137458,26561184,229888,236,84955,838358,262143,145758,137458,830037,132,0.3127,1,196608,13706906,0,196608,29182144,30627296,971160,163,50744,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
2,36.6468,0.0082,0.0074,36.5838,0.0229,0.0245,196608,393216,5374.1763,10748.3525,262143,33738499,0,262143,141985,24295008,185167,221,77690,767527,262143,150282,141985,759219,132,0.3415,1,196608,12601057,0,196608,28358752,28863328,926476,132,46287,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
3,37.4429,0.0081,0.0074,37.3778,0.0220,0.0276,196608,393216,5260.0205,10520.0410,262143,33756845,0,262143,144573,26541152,288500,310,81197,837727,262143,152872,144573,829411,132,0.3129,1,196608,13052756,0,196608,28721952,31643648,840671,93,50426,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
4,38.4298,0.0081,0.0074,38.3655,0.0220,0.0269,196608,393216,5124.6069,10249.2139,262143,34666075,0,262143,135746,26976224,128911,197,86512,851324,262143,144050,135746,843007,137,0.3079,1,196608,13675372,0,196608,29329792,31490976,941036,122,51632,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
5,37.0793,0.0081,0.0074,37.0130,0.0240,0.0268,196608,393216,5311.8691,10623.7383,262143,34319122,0,262143,151000,23075264,145263,195,81448,729424,262143,159302,151000,721102,136,0.3594,1,196608,12569644,0,196608,27708896,30228256,985629,111,44284,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
6,36.9321,0.0081,0.0074,36.8691,0.0220,0.0254,196608,393216,5332.5986,10665.1973,262143,34667594,0,262143,142166,24304288,246560,327,83756,767828,262143,150466,142166,759509,134,0.3414,1,196608,12651086,0,196608,28159520,29890848,925218,109,46778,0,0,0,0,0,0,0.0000,0,3,262143,65535,196608,196608,1
