"timestamp","phase","elapsed_sec","query_result","adapterIndex","workgraph_pid","CLK_GFXCLK_supported","CLK_GFXCLK","CLK_MEMCLK_supported","CLK_MEMCLK","CLK_SOCCLK_supported","CLK_SOCCLK","TEMP_EDGE_supported","TEMP_EDGE","TEMP_MEM_supported","TEMP_MEM","ACTIVITY_GFX_supported","ACTIVITY_GFX","ACTIVITY_MEM_supported","ACTIVITY_MEM","GFX_VOLTAGE_supported","GFX_VOLTAGE","ASIC_POWER_supported","ASIC_POWER","TEMP_HOTSPOT_supported","TEMP_HOTSPOT","TEMP_GFX_supported","TEMP_GFX","TEMP_SOC_supported","TEMP_SOC","GFX_POWER_supported","GFX_POWER","GFX_CURRENT_supported","GFX_CURRENT","THROTTLER_STATUS_supported","THROTTLER_STATUS","BUS_SPEED_supported","BUS_SPEED","BUS_LANES_supported","BUS_LANES","THROTTLE_POWER_supported","THROTTLE_POWER","THROTTLE_TDC_supported","THROTTLE_TDC","THROTTLE_VMAX_supported","THROTTLE_VMAX","BUS_CURR_MAX_SPEED_supported","BUS_CURR_MAX_SPEED","BOARD_POWER_supported","BOARD_POWER"
"2026-05-28T21:10:31.8397694+08:00","during_workgraph","5.764","0","5","32836","1","1471","1","147","0","0","1","36","1","40","1","32","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:31.9003987+08:00","during_workgraph","5.824","0","5","32836","1","1463","1","148","0","0","1","36","1","40","1","30","1","3","1","700","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:31.9633993+08:00","during_workgraph","5.887","0","5","32836","1","1470","1","146","0","0","1","36","1","42","1","32","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:32.0243977+08:00","during_workgraph","5.949","0","5","32836","1","1492","1","158","0","0","1","36","1","40","1","37","1","3","1","708","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:32.0893979+08:00","during_workgraph","6.013","0","5","32836","1","1476","1","167","0","0","1","37","1","38","1","37","1","3","1","709","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:32.1533990+08:00","during_workgraph","6.077","0","5","32836","1","1472","1","152","0","0","1","36","1","40","1","35","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:32.2173980+08:00","during_workgraph","6.141","0","5","32836","1","1468","1","147","0","0","1","36","1","40","1","33","1","3","1","705","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:32.2793979+08:00","during_workgraph","6.203","0","5","32836","1","1464","1","158","0","0","1","36","1","40","1","34","1","4","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:32.3413979+08:00","during_workgraph","6.265","0","5","32836","1","1469","1","147","0","0","1","37","1","40","1","34","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:32.4053980+08:00","during_workgraph","6.329","0","5","32836","1","1460","1","146","0","0","1","37","1","40","1","33","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:32.4674003+08:00","during_workgraph","6.391","0","5","32836","1","1467","1","147","0","0","1","37","1","40","1","30","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:32.5299676+08:00","during_workgraph","6.454","0","5","32836","1","1483","1","157","0","0","1","37","1","40","1","39","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:32.5901337+08:00","during_workgraph","6.514","0","5","32836","1","1481","1","164","0","0","1","36","1","40","1","38","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:32.6539670+08:00","during_workgraph","6.578","0","5","32836","1","1471","1","150","0","0","1","37","1","40","1","37","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:32.7169682+08:00","during_workgraph","6.641","0","5","32836","1","1449","1","141","0","0","1","37","1","40","1","31","1","3","1","700","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","29"
"2026-05-28T21:10:32.7794403+08:00","during_workgraph","6.703","0","5","32836","1","1453","1","123","0","0","1","37","1","38","1","31","1","4","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:32.8426408+08:00","during_workgraph","6.765","0","5","32836","1","1466","1","143","0","0","1","37","1","39","1","31","1","3","1","700","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:32.9056400+08:00","during_workgraph","6.829","0","5","32836","1","1457","1","142","0","0","1","37","1","39","1","32","1","3","1","702","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:32.9666419+08:00","during_workgraph","6.89","0","5","32836","1","1464","1","150","0","0","1","36","1","40","1","31","1","3","1","704","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:33.0296399+08:00","during_workgraph","6.953","0","5","32836","1","1478","1","160","0","0","1","36","1","41","1","38","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:33.0946410+08:00","during_workgraph","7.017","0","5","32836","1","1493","1","175","0","0","1","37","1","40","1","40","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:33.1567097+08:00","during_workgraph","7.081","0","5","32836","1","1475","1","154","0","0","1","37","1","39","1","37","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:33.2197140+08:00","during_workgraph","7.143","0","5","32836","1","1458","1","148","0","0","1","36","1","39","1","31","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:33.2847158+08:00","during_workgraph","7.207","0","5","32836","1","1457","1","146","0","0","1","36","1","40","1","32","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:33.3617141+08:00","during_workgraph","7.285","0","5","32836","1","1446","1","149","0","0","1","36","1","40","1","30","1","3","1","700","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:33.4247146+08:00","during_workgraph","7.347","0","5","32836","1","1471","1","148","0","0","1","36","1","40","1","32","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:33.5008804+08:00","during_workgraph","7.425","0","5","32836","1","1463","1","144","0","0","1","36","1","40","1","31","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:33.5778817+08:00","during_workgraph","7.502","0","5","32836","1","1497","1","163","0","0","1","36","1","40","1","41","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:33.6418807+08:00","during_workgraph","7.566","0","5","32836","1","1481","1","162","0","0","1","36","1","40","1","39","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:33.7048848+08:00","during_workgraph","7.628","0","5","32836","1","1446","1","145","0","0","1","36","1","40","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:33.7657103+08:00","during_workgraph","7.689","0","5","32836","1","1438","1","130","0","0","1","36","1","40","1","30","1","3","1","703","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:33.8297094+08:00","during_workgraph","7.753","0","5","32836","1","1465","1","147","0","0","1","36","1","40","1","31","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:33.8917108+08:00","during_workgraph","7.815","0","5","32836","1","1462","1","139","0","0","1","36","1","40","1","30","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:33.9557105+08:00","during_workgraph","7.879","0","5","32836","1","1461","1","143","0","0","1","36","1","40","1","33","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.0187090+08:00","during_workgraph","7.943","0","5","32836","1","1467","1","142","0","0","1","36","1","40","1","32","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:34.0837105+08:00","during_workgraph","8.007","0","5","32836","1","1491","1","163","0","0","1","36","1","40","1","40","1","4","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:34.1457119+08:00","during_workgraph","8.069","0","5","32836","1","1488","1","167","0","0","1","36","1","40","1","41","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:34.2077093+08:00","during_workgraph","8.132","0","5","32836","1","1451","1","137","0","0","1","36","1","40","1","31","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.2727090+08:00","during_workgraph","8.195","0","5","32836","1","1469","1","143","0","0","1","36","1","38","1","32","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:34.3357104+08:00","during_workgraph","8.259","0","5","32836","1","1457","1","146","0","0","1","36","1","38","1","32","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.3997101+08:00","during_workgraph","8.322","0","5","32836","1","1462","1","135","0","0","1","36","1","40","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.4617109+08:00","during_workgraph","8.385","0","5","32836","1","1442","1","141","0","0","1","36","1","40","1","28","1","3","1","700","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.5247123+08:00","during_workgraph","8.448","0","5","32836","1","1490","1","151","0","0","1","36","1","40","1","38","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:34.5877112+08:00","during_workgraph","8.511","0","5","32836","1","1477","1","165","0","0","1","36","1","40","1","37","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:34.6497110+08:00","during_workgraph","8.573","0","5","32836","1","1467","1","155","0","0","1","36","1","40","1","35","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:34.7137112+08:00","during_workgraph","8.637","0","5","32836","1","1471","1","152","0","0","1","37","1","41","1","37","1","4","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:34.7773084+08:00","during_workgraph","8.701","0","5","32836","1","1467","1","139","0","0","1","36","1","40","1","31","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.8413107+08:00","during_workgraph","8.765","0","5","32836","1","1468","1","151","0","0","1","36","1","40","1","34","1","3","1","704","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:34.9043087+08:00","during_workgraph","8.829","0","5","32836","1","1462","1","151","0","0","1","36","1","40","1","34","1","4","1","705","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:34.9693108+08:00","during_workgraph","8.893","0","5","32836","1","1451","1","148","0","0","1","36","1","39","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.0320470+08:00","during_workgraph","8.956","0","5","32836","1","1485","1","161","0","0","1","37","1","39","1","39","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:35.0960470+08:00","during_workgraph","9.02","0","5","32836","1","1474","1","153","0","0","1","36","1","40","1","37","1","4","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:35.1591705+08:00","during_workgraph","9.083","0","5","32836","1","1483","1","163","0","0","1","37","1","40","1","38","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:35.2231730+08:00","during_workgraph","9.147","0","5","32836","1","1459","1","145","0","0","1","37","1","40","1","34","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.2871736+08:00","during_workgraph","9.211","0","5","32836","1","1457","1","146","0","0","1","36","1","40","1","29","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:35.3511716+08:00","during_workgraph","9.275","0","5","32836","1","1462","1","150","0","0","1","36","1","39","1","32","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:35.4151709+08:00","during_workgraph","9.339","0","5","32836","1","1455","1","154","0","0","1","37","1","39","1","32","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.4786802+08:00","during_workgraph","9.402","0","5","32836","1","1457","1","142","0","0","1","37","1","40","1","30","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:35.5396815+08:00","during_workgraph","9.463","0","5","32836","1","1484","1","154","0","0","1","37","1","40","1","39","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:35.6026794+08:00","during_workgraph","9.525","0","5","32836","1","1480","1","164","0","0","1","37","1","40","1","37","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:35.6656791+08:00","during_workgraph","9.589","0","5","32836","1","1461","1","151","0","0","1","37","1","39","1","33","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.7276858+08:00","during_workgraph","9.651","0","5","32836","1","1470","1","144","0","0","1","37","1","38","1","32","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:35.7911968+08:00","during_workgraph","9.715","0","5","32836","1","1452","1","133","0","0","1","37","1","39","1","31","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.8552741+08:00","during_workgraph","9.779","0","5","32836","1","1466","1","148","0","0","1","37","1","40","1","32","1","3","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:35.9192741+08:00","during_workgraph","9.843","0","5","32836","1","1449","1","136","0","0","1","36","1","40","1","29","1","3","1","702","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:35.9812768+08:00","during_workgraph","9.905","0","5","32836","1","1467","1","144","0","0","1","37","1","38","1","33","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:36.0433197+08:00","during_workgraph","9.967","0","5","32836","1","1476","1","151","0","0","1","37","1","38","1","36","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:36.1072741+08:00","during_workgraph","10.031","0","5","32836","1","1478","1","156","0","0","1","37","1","40","1","39","1","3","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:36.1698353+08:00","during_workgraph","10.094","0","5","32836","1","1457","1","157","0","0","1","37","1","40","1","35","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:36.2348354+08:00","during_workgraph","10.158","0","5","32836","1","1466","1","145","0","0","1","37","1","40","1","32","1","3","1","700","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:36.2978361+08:00","during_workgraph","10.222","0","5","32836","1","1455","1","149","0","0","1","37","1","40","1","32","1","4","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:36.3588358+08:00","during_workgraph","10.283","0","5","32836","1","1465","1","146","0","0","1","37","1","40","1","30","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:36.4228354+08:00","during_workgraph","10.347","0","5","32836","1","1448","1","140","0","0","1","37","1","40","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:36.4836307+08:00","during_workgraph","10.407","0","5","32836","1","1460","1","152","0","0","1","37","1","40","1","33","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:36.5468138+08:00","during_workgraph","10.471","0","5","32836","1","1484","1","163","0","0","1","37","1","38","1","37","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:36.6108127+08:00","during_workgraph","10.535","0","5","32836","1","1482","1","160","0","0","1","37","1","40","1","39","1","4","1","706","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:36.6748122+08:00","during_workgraph","10.598","0","5","32836","1","1460","1","139","0","0","1","37","1","40","1","32","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:36.7523320+08:00","during_workgraph","10.676","0","5","32836","1","1506","1","149","0","0","1","37","1","40","1","39","1","4","1","704","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:36.8303293+08:00","during_workgraph","10.754","0","5","32836","1","1458","1","136","0","0","1","37","1","40","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:36.8923320+08:00","during_workgraph","10.816","0","5","32836","1","1453","1","149","0","0","1","37","1","38","1","30","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:36.9563294+08:00","during_workgraph","10.88","0","5","32836","1","1461","1","142","0","0","1","37","1","40","1","31","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:37.0193321+08:00","during_workgraph","10.943","0","5","32836","1","1460","1","146","0","0","1","37","1","40","1","33","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:37.0973301+08:00","during_workgraph","11.02","0","5","32836","1","1491","1","156","0","0","1","37","1","40","1","39","1","3","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:37.1739444+08:00","during_workgraph","11.098","0","5","32836","1","1460","1","146","0","0","1","37","1","40","1","32","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:37.2379429+08:00","during_workgraph","11.162","0","5","32836","1","1464","1","141","0","0","1","37","1","39","1","33","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:37.3019422+08:00","during_workgraph","11.226","0","5","32836","1","1470","1","164","0","0","1","37","1","39","1","39","1","4","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:37.3669421+08:00","during_workgraph","11.29","0","5","32836","1","1471","1","159","0","0","1","37","1","40","1","37","1","4","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:37.4299451+08:00","during_workgraph","11.354","0","5","32836","1","1496","1","158","0","0","1","37","1","40","1","40","1","4","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:37.4939446+08:00","during_workgraph","11.418","0","5","32836","1","1472","1","156","0","0","1","37","1","40","1","38","1","4","1","704","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:37.5569425+08:00","during_workgraph","11.482","0","5","32836","1","1476","1","150","0","0","1","37","1","40","1","39","1","3","1","709","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:37.6219440+08:00","during_workgraph","11.546","0","5","32836","1","1467","1","153","0","0","1","37","1","40","1","36","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:37.6859421+08:00","during_workgraph","11.61","0","5","32836","1","1469","1","155","0","0","1","37","1","41","1","35","1","3","1","705","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","32"
"2026-05-28T21:10:37.7494546+08:00","during_workgraph","11.673","0","5","32836","1","1548","1","192","0","0","1","37","1","40","1","65","1","6","1","719","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","37"
"2026-05-28T21:10:37.8114525+08:00","during_workgraph","11.735","0","5","32836","1","1485","1","166","0","0","1","37","1","40","1","40","1","4","1","708","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","36"
"2026-05-28T21:10:37.8754545+08:00","during_workgraph","11.799","0","5","32836","1","1519","1","185","0","0","1","37","1","40","1","48","1","5","1","715","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","38"
"2026-05-28T21:10:37.9394548+08:00","during_workgraph","11.863","0","5","32836","1","1448","1","141","0","0","1","37","1","40","1","32","1","3","1","703","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:38.0014531+08:00","during_workgraph","11.925","0","5","32836","1","1472","1","158","0","0","1","37","1","40","1","35","1","4","1","707","0","0","1","44","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:38.0654534+08:00","during_workgraph","11.989","0","5","32836","1","1483","1","162","0","0","1","37","1","40","1","39","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:38.1294526+08:00","during_workgraph","12.053","0","5","32836","1","1481","1","154","0","0","1","37","1","40","1","38","1","3","1","707","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","33"
"2026-05-28T21:10:38.1934529+08:00","during_workgraph","12.117","0","5","32836","1","1451","1","149","0","0","1","37","1","39","1","32","1","3","1","702","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
"2026-05-28T21:10:38.2564531+08:00","during_workgraph","12.181","0","5","32836","1","1460","1","140","0","0","1","37","1","40","1","30","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","31"
"2026-05-28T21:10:38.3212619+08:00","during_workgraph","12.245","0","5","32836","1","1507","1","175","0","0","1","37","1","41","1","43","1","4","1","709","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","34"
"2026-05-28T21:10:38.3842615+08:00","during_workgraph","12.307","0","5","32836","1","1472","1","146","0","0","1","37","1","40","1","33","1","3","1","701","0","0","1","45","0","0","0","0","0","0","0","0","0","0","1","3","1","16","1","0","1","0","1","0","0","0","1","30"
